डॉट	.
हाइफ़न	-
अंडर स्कोर	_
एट	@
फॉरवर्ड स्लैश	/
बैकवर्ड स्लैश	\\
कोलन	:
हैशटैग	\#
डॉलर	$
प्रतिशत	%
एंड	&
प्लस	+
इक्वल	=
क्वेश्चन मार्क	?
स्टार	*
एक्सक्लेमेशन मार्क	!
टिल्डा	~
कैरेट	^
पाइप	|
बैकटिक	`
सेमीकोलन	;
कॉमा	,
ओपन ब्रेकेट	(
क्लोज़ ब्रेकेट	)
सिंगल कोट	'
